,id,original_title,popularity,vote_average,vote_count
3480,547,The Horse Whisperer,21.949,6.899,1034
3481,226857,Endless Love,21.819,6.897,1614
3482,2322,Sneakers,55.24,6.895,814
3483,283564,SlugTerra: Return of the Elementals,14.12,6.894,330
3484,31175,Soul Kitchen,14.613,6.894,476
3485,15805,Batman & Mr. Freeze: SubZero,15.715,6.894,395
3486,9667,The Jacket,19.064,6.894,1376
3487,785533,The Princess Switch 3: Romancing the Star,26.383,6.893,375
3488,646207,The Ice Road,25.728,6.893,1520
3489,51162,Winnie the Pooh,26.17,6.893,792
3490,11561,Sleeper,21.049,6.893,702
3491,308,Broken Flowers,12.926,6.893,1215
3492,614939,Bros,19.578,6.892,411
3493,31997,Saboteur,16.266,6.892,439
3494,10937,Barfly,13.787,6.892,301
3495,9263,Now and Then,14.566,6.895,390
3496,390043,The Hitman's Bodyguard,35.267,6.891,5793
3497,323372,El cadáver de Anna Fritz,22.779,6.891,499
3498,10779,The Frighteners,24.534,6.891,1393
3499,10218,Swingers,22.666,6.892,664
3500,400155,Hotel Transylvania 3: Summer Vacation,57.825,6.89,4102
3501,342672,4th Man Out,7.19,6.89,313
3502,25508,Cat People,12.051,6.89,521
3503,17578,The Adventures of Tintin,30.698,6.89,5065
3504,11879,Near Dark,23.616,6.89,675
3505,8009,Highlander,49.746,6.889,2378
3506,892515,Mascarade,26.828,6.889,330
3507,762504,Nope,56.086,6.89,3361
3508,643882,The Princess Switch: Switched Again,24.292,6.889,812
3509,131634,The Hunger Games: Mockingjay - Part 2,178.9,6.889,11682
3510,25195,Leap Year,32.622,6.889,1911
3511,12763,Take the Lead,13.29,6.888,645
3512,6471,The Jerk,17.735,6.888,745
3513,402,Basic Instinct,37.259,6.888,3527
3514,432087,Ce qui nous lie,11.264,6.887,477
3515,22373,Saturno contro,8.773,6.887,335
3516,473072,2036: Nexus Dawn,37.14,6.886,337
3517,699102,A Week Away,15.519,6.885,352
3518,337339,The Fate of the Furious,66.735,6.885,9780
3519,22494,Frequently Asked Questions About Time Travel,16.8,6.885,542
3520,22494,Frequently Asked Questions About Time Travel,16.8,6.885,542
3521,13192,Moonwalker,24.164,6.885,495
3522,2469,¡Átame!,18.399,6.885,555
3523,128136,My Awkward Sexual Adventure,21.104,6.884,327
3524,19494,Nine to Five,12.862,6.884,446
3525,11170,We Are Marshall,18.609,6.889,627
3526,4012,The Believer,21.598,6.884,553
3527,258216,Nymphomaniac: Vol. I,8.12,6.883,3138
3528,245473,Cloud 9,18.316,6.883,510
3529,140300,Kung Fu Panda 3,60.537,6.883,5393
3530,55292,新少林寺,19.244,6.883,332
3531,9663,Starman,27.443,6.883,762
3532,9362,Tremors,37.89,6.883,2974
3533,2196,Death at a Funeral,21.029,6.883,1581
3534,752505,The Old Ways,18.77,6.882,313
3535,8052,Hard Eight,14.974,6.882,775
3536,724209,Heart of Stone,132.909,6.881,1327
3537,83542,Cloud Atlas,36.185,6.881,6719
3538,68726,Pacific Rim,76.361,6.882,11667
3539,17360,Escape to Victory,21.036,6.881,827
3540,818397,Memory,62.646,6.878,1320
3541,532865,The Dig,24.238,6.88,1086
3542,13435,Antwone Fisher,11.628,6.9,430
3543,7305,Alive,19.374,6.88,1303
3544,710,GoldenEye,43.768,6.88,3571
3545,733156,Sightless,13.574,6.879,346
3546,64688,21 Jump Street,30.817,6.879,9725
3547,9762,Step Up,31.107,6.9,3525
3548,9003,Hellraiser,26.047,6.879,2288
3549,8882,Gomorra,13.971,6.879,1131
3550,249,The War of the Roses,21.205,6.879,1023
3551,759175,The Princess,42.273,6.878,711
3552,377154,Quand on a 17 ans,11.295,6.878,337
3553,59967,Looper,48.971,6.878,9687
3554,8953,スチームボーイ,18.798,6.878,372
3555,181886,Enemy,29.625,6.877,5440
3556,393457,Fences,28.817,6.876,2477
3557,308032,The Stanford Prison Experiment,17.415,6.876,880
3558,14746,Streets of Fire,16.746,6.876,440
3559,4193,Evil Under the Sun,13.767,6.9,383
3560,1371,Rocky III,54.242,6.876,3797
3561,256591,Focus,38.066,6.875,7386
3562,236,Muriel's Wedding,19.484,6.875,400
3563,17845,Loft,8.743,6.874,358
3564,254,King Kong,48.432,6.874,7369
3565,522098,Babyteeth,16.506,6.873,302
3566,227973,The Peanuts Movie,28.779,6.872,1491
3567,171372,Frank,10.991,6.873,1521
3568,252822,Kraftidioten,17.24,6.872,549
3569,4484,La Cage aux folles,9.561,6.872,367
3570,338952,Fantastic Beasts: The Crimes of Grindelwald,34.689,6.871,10277
3571,232672,Blended,57.262,6.871,3251
3572,1934,Shakespeare in Love,27.086,6.871,2840
3573,1921,Sweet November,23.356,6.873,1206
3574,513347,肆式青春,24.831,6.87,519
3575,51999,Perfect Sense,12.637,6.9,1053
3576,602,Independence Day,42.711,6.87,8965
3577,384018,Fast & Furious Presents: Hobbs & Shaw,87.445,6.869,6686
3578,127560,The Railway Man,16.542,6.869,681
3579,12560,The Big Chill,18.781,6.9,517
3580,12560,The Big Chill,18.781,6.9,517
3581,10015,Heartbreak Ridge,20.842,6.869,931
3582,739993,Metal Lords,19.786,6.868,561
3583,539651,Don't Let Go,15.01,6.868,334
3584,337170,American Made,34.091,6.9,4180
3585,82507,Sinister,32.474,6.868,5101
3586,401898,Thelma,14.734,6.866,934
3587,9746,Kundun,14.611,6.866,411
3588,9602,Coming to America,37.421,6.866,3992
3589,527729,Astérix - Le Secret de la Potion Magique,17.871,6.865,1135
3590,437109,악녀,27.294,6.865,611
3591,399402,Hunter Killer,43.58,6.865,1981
3592,9591,That Thing You Do!,21.96,6.864,761
3593,2259,The House of the Spirits,23.522,6.865,640
3594,716612,Spencer,26.099,6.9,1493
3595,592834,My Spy,19.156,6.864,1045
3596,565426,To All the Boys: P.S. I Still Love You,24.827,6.864,2416
3597,467956,The Professor,21.175,6.864,1017
3598,369778,Chocolat,11.912,6.864,686
3599,265189,Turist,18.599,6.864,932
3600,133121,Biohazard: Damnation,32.975,6.864,778
3601,15143,Some Kind of Wonderful,17.301,6.867,431
3602,9359,Maverick,30.719,6.864,1460
3603,109417,Battle of the Year,17.595,6.863,313
3604,72976,Lincoln,18.896,6.863,3544
3605,796499,Army of Thieves,32.232,6.864,1781
3606,296524,Deepwater Horizon,27.108,6.862,4264
3607,67660,Think Like a Man,12.132,6.862,798
3608,13285,Barbie Fairytopia: Mermaidia,34.019,6.9,650
3609,513310,Boss Level,30.507,6.9,1484
3610,11590,Slap Shot,24.08,6.861,323
3611,10323,Clash of the Titans,26.008,6.9,682
3612,445629,Fighting with My Family,23.817,6.86,1577
3613,278927,The Jungle Book,48.625,6.861,7709
3614,85889,Filth,16.221,6.86,1581
3615,17979,A Christmas Carol,61.418,6.86,4215
3616,9344,Kids,16.857,6.9,1022
3617,6399,Chi trova un amico trova un tesoro,20.891,6.9,559
3618,1648,Bill & Ted's Excellent Adventure,24.03,6.859,1672
3619,449992,The Night Comes for Us,21.036,6.858,629
3620,11393,The Natural,22.397,6.858,536
3621,11054,Hairspray,28.58,6.858,379
3622,11018,Year of the Dragon,12.989,6.858,358
3623,5279,Gosford Park,21.159,6.858,991
3624,7874,Black Snake Moan,18.621,6.857,812
3625,14367,Adventures in Babysitting,25.538,6.859,608
3626,10973,Creature from the Black Lagoon,22.021,6.856,686
3627,8769,Christine,28.701,6.855,1785
3628,1246,Rocky Balboa,36.945,6.856,3214
3629,260514,Cars 3,100.883,6.854,5321
3630,42188,Never Let Me Go,15.417,6.855,2132
3631,22947,Up in the Air,22.552,6.855,3368
3632,9476,A Knight's Tale,35.147,6.855,2817
3633,2039,Moonstruck,23.51,6.855,831
3634,574436,La paranza dei bambini,12.09,6.854,486
3635,445571,Game Night,29.983,6.853,5425
3636,7551,Déjà Vu,29.841,6.853,4409
3637,1824,50 First Dates,41.489,6.853,6765
3638,405774,Bird Box,35.036,6.852,9308
3639,168672,American Hustle,28.818,6.852,6881
3640,10362,Two Lovers,15.349,6.852,782
3641,474350,It Chapter Two,73.577,6.851,8142
3642,29702,Tenebre,13.56,6.851,542
3643,19185,Night of the Living Dead,26.627,6.9,770
3644,3472,Dirty Pretty Things,13.28,6.851,403
3645,429300,Adrift,23.509,6.8,2459
3646,20762,The Substitute,69.262,6.843,399
3647,11087,The Hand that Rocks the Cradle,26.893,6.85,825
3648,11386,The Crying Game,20.215,6.8,673
3649,8974,The War of the Worlds,16.018,6.85,563
3650,630004,Way Down,58.218,6.847,822
3651,465003,The Red Sea Diving Resort,16.599,6.847,752
3652,27850,Halloweentown,15.357,6.8,487
3653,7291,36 Quai des Orfèvres,8.456,6.848,512
3654,587807,Tom & Jerry,60.169,6.846,2314
3655,402298,Denial,17.507,6.8,599
3656,338958,Disenchanted,46.731,6.844,935
3657,152737,August: Osage County,13.681,6.846,1390
3658,57214,Project X,58.129,6.846,5918
3659,55347,Beginners,13.964,6.846,957
3660,11873,The Color of Money,21.085,6.846,1216
3661,9503,Die Päpstin,9.573,6.846,315
3662,9451,Election,16.978,6.846,939
3663,912,The Thomas Crown Affair,20.678,6.846,432
3664,521777,Good Boys,34.751,6.8,1701
3665,417870,Girls Trip,21.072,6.845,1435
3666,110390,En duva satt på en gren och funderade på tillvaron,10.044,6.845,409
3667,10998,Fatal Attraction,25.167,6.845,1316
3668,9567,Tears of the Sun,43.676,6.845,2100
3669,620725,Jexi,21.418,6.844,1100
3670,17612,Lost and Delirious,18.667,6.844,461
3671,11071,Them!,22.683,6.844,374
3672,8367,Robin Hood: Prince of Thieves,41.667,6.845,2983
3673,463319,影,22.263,6.8,334
3674,314402,Dheepan,14.789,6.843,430
3675,13179,Tinker Bell,43.809,6.843,1301
3676,12281,Mean Creek,8.873,6.843,331
3677,11208,Wicker Park,18.577,6.843,632
3678,10276,What About Bob?,21.006,6.843,744
3679,654895,Corro da te,15.36,6.842,332
3680,68924,The Ice Storm,25.585,6.842,590
3681,9026,The Importance of Being Earnest,10.199,6.842,442
3682,846,The X Files,27.353,6.841,1473
3683,450322,The Man Who Invented Christmas,15.013,6.841,735
3684,360784,Hidden,43.815,6.841,894
3685,187017,22 Jump Street,37.186,6.841,7516
3686,34463,Three Little Pigs,15.972,6.8,356
3687,1817,Phone Booth,25.707,6.841,3437
3688,864370,咒,30.129,6.84,545
3689,338768,Please Stand By,11.826,6.84,429
3690,171337,Educazione siberiana,19.789,6.8,510
3691,44835,Hesher,13.241,6.84,618
3692,4929,Hang 'em High,28.394,6.84,686
3693,3683,Flags of Our Fathers,21.82,6.84,1682
3694,866463,Reptile,38.156,6.848,503
3695,30508,Berlin Calling,10.276,6.839,316
3696,10934,Under the Tuscan Sun,18.549,6.839,770
3697,9684,Sweet and Lowdown,13.803,6.839,451
3698,426338,La llamada,12.434,6.838,340
3699,299537,Captain Marvel,98.973,6.838,14800
3700,41110,Io sono l'amore,16.484,6.838,318
3701,34205,Halloweentown II: Kalabar's Revenge,14.333,6.838,302
3702,2112,Payback,42.055,6.838,1639
3703,744276,After Ever Happy,132.736,6.837,1052
3704,424781,Sorry to Bother You,16.854,6.837,1412
3705,243683,Step Up All In,26.341,6.8,1854
3706,50839,Margin Call,33.189,6.836,1616
3707,526050,Little,15.009,6.836,662
3708,298618,The Flash,283.564,6.837,3248
3709,56590,All Star Superman,13.068,6.836,454
3710,9871,Ginger Snaps,22.699,6.836,781
3711,2787,Pitch Black,17.516,6.836,4108
3712,755566,Day Shift,41.149,6.835,1721
3713,454227,Outlaw King,21.915,6.835,1434
3714,253331,Black or White,10.955,6.835,327
3715,56804,Viaggi di nozze,7.301,6.8,468
3716,22971,Dear John,24.887,6.835,3949
3717,10138,Iron Man 2,116.861,6.835,19896
3718,252171,A Girl Walks Home Alone at Night,11.456,6.834,782
3719,2300,Space Jam,35.897,6.834,5655
3720,2300,Space Jam,35.897,6.834,5655
3721,77459,Un monstre à Paris,23.884,6.833,1177
3722,13813,Defiance,26.562,6.833,1613
3723,957,Spaceballs,32.117,6.833,2707
3724,446021,Bad Times at the El Royale,20.131,6.832,3316
3725,184352,Tom à la ferme,9.658,6.832,784
3726,12268,The Pink Panther Strikes Again,16.597,6.835,481
3727,2163,Breakdown,31.088,6.832,828
3728,8326,Holes,32.3,6.831,1250
3729,2614,Innerspace,28.32,6.831,1139
3730,95,Armageddon,44.731,6.831,7392
3731,596161,Let Him Go,31.641,6.83,567
3732,360920,The Grinch,144.96,6.83,3444
3733,326359,Frozen Fever,28.604,6.83,1749
3734,291805,Now You See Me 2,43.28,6.83,10245
3735,65057,The Descendants,12.173,6.83,2578
3736,44896,Rango,55.107,6.83,6043
3737,879,Hook,33.866,6.83,4984
3738,504172,The Mule,27.343,6.829,4635
3739,238713,Spy,35.806,6.8,5703
3740,8848,The Bank Job,30.709,6.829,2104
3741,766798,Madres paralelas,27.101,6.828,832
3742,294963,Bone Tomahawk,34.854,6.8,1966
3743,15167,Barbie in the Nutcracker,35.561,6.828,980
3744,15157,Another Cinderella Story,26.733,6.8,1676
3745,10297,How to Marry a Millionaire,14.351,6.828,469
3746,10115,Stick It,13.663,6.83,530
3747,2288,Closer,26.396,6.828,3150
3748,1991,Death Proof,33.909,6.828,4756
3749,1833,Rent,20.136,6.828,527
3750,335983,Venom,106.903,6.827,14866
3751,18937,Quest for Camelot,17.935,6.8,744
3752,15856,House on Haunted Hill,16.378,6.8,455
3753,10780,Overboard,26.713,6.827,768
3754,2755,About Schmidt,17.049,6.827,1120
3755,460059,Burn Out,14.385,6.8,373
3756,374416,Quo vado?,12.456,6.826,2027
3757,353486,Jumanji: Welcome to the Jungle,42.368,6.826,12891
3758,2140,Kiss of the Dragon,21.119,6.8,1080
3759,2005,Sister Act,29.782,6.825,2948
3760,2005,Sister Act,29.782,6.825,2948
3761,33542,紅番區,30.409,6.823,925
3762,9563,Any Given Sunday,26.427,6.827,1514
3763,580489,Venom: Let There Be Carnage,126.999,6.823,9307
3764,303857,ドラゴンボールZ 復活の「F」,62.09,6.823,1729
3765,76726,Chronicle,30.481,6.824,4936
3766,55725,Win Win,12.902,6.824,454
3767,283366,Miss Peregrine's Home for Peculiar Children,54.33,6.823,9478
3768,168903,Barbie in the Pink Shoes,22.2,6.823,334
3769,11439,The Ghost Writer,25.649,6.823,2050
3770,598331,Rumble,41.093,6.822,471
3771,9058,Only You,17.353,6.822,468
3772,8881,Che: Part One,13.565,6.822,687
3773,440161,The Sisters Brothers,24.987,6.821,1795
3774,401847,Can You Ever Forgive Me?,15.908,6.821,1184
3775,39104,ドラゴンボールＺ 極限バトル！三大超サイヤ人,36.853,6.821,497
3776,11134,警察故事 III：超級警察,35.367,6.821,435
3777,619778,Malignant,41.061,6.82,2057
3778,393764,Bienvenue à Marly-Gomont,10.329,6.8,616
3779,207933,Stonehearst Asylum,28.529,6.8,1309
3780,49049,Dredd,36.991,6.82,4710
3781,9433,The Edge,26.43,6.82,1075
3782,1871,Fantômas,13.549,6.819,662
3783,592863,Respect,29.402,6.819,362
3784,444090,Askeladden - I Dovregubbens hall,23.047,6.819,321
3785,138832,We're the Millers,47.19,6.819,8382
3786,87502,Flight,38.798,6.82,5623
3787,84175,Beasts of the Southern Wild,12.265,6.819,981
3788,15867,Interiors,15.97,6.818,310
3789,9270,Brick,14.854,6.8,1124
3790,537059,Justice League vs. the Fatal Five,15.387,6.817,312
3791,82992,Fast & Furious 6,7.338,6.817,10083
3792,11774,Lemony Snicket's A Series of Unfortunate Events,32.782,6.817,4727
3793,502422,Thunder Road,12.695,6.816,369
3794,76535,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,23.58,6.816,412
3795,11004,Wonder Boys,15.312,6.816,544
3796,419639,The Thinning,17.137,6.815,337
3797,253412,Everest,33.205,6.815,4608
3798,61667,Habemus Papam,11.083,6.822,491
3799,41233,Step Up 3D,22.207,6.8,1812
3800,10019,Mannequin,34.683,6.8,640
3801,2652,Hard Candy,23.313,6.815,2387
3802,1903,Vanilla Sky,28.08,6.815,3859
3803,15849,The Mummy,18.686,6.814,555
3804,606566,Gli anni più belli,10.43,6.813,392
3805,277,Underworld,40.853,6.812,5740
3806,426249,Lords of Chaos,12.632,6.812,409
3807,379686,Space Jam: A New Legacy,66.369,6.811,3762
3808,262551,Babysitting,13.517,6.812,1825
3809,57243,Les Femmes du 6e étage,9.866,6.812,357
3810,37768,Borotalco,9.739,6.812,431
3811,37735,Easy A,29.131,6.812,6536
3812,86838,Seven Psychopaths,20.486,6.811,3645
3813,4523,Enchanted,37.765,6.811,5123
3814,1946,eXistenZ,25.299,6.812,1738
3815,820609,No One Will Save You,95.209,6.81,742
3816,225574,Non-Stop,36.434,6.81,5046
3817,157841,The Young and Prodigious T.S. Spivet,19.092,6.815,702
3818,475132,A Private War,19.097,6.809,465
3819,332979,Bleed for This,20.584,6.809,699
3820,72190,World War Z,77.03,6.809,14544
3821,44249,葉問前傳,3.224,6.81,607
3822,25941,Harry Brown,12.889,6.807,956
3823,8272,The Savages,11.69,6.809,348
3824,525661,Bombshell,18.808,6.808,2778
3825,254578,Phoenix,13.041,6.808,393
3826,13682,Pooh's Heffalump Movie,24.353,6.808,412
3827,6961,The Wedding Date,20.282,6.808,1099
3828,9314,Nineteen Eighty-Four,21.087,6.807,1284
3829,616803,Breaking Surface,18.763,6.8,371
3830,340485,American Honey,15.656,6.806,780
3831,283704,Il giovane favoloso,8.735,6.806,633
3832,13510,Eden Lake,25.224,6.806,1598
3833,11144,Lo chiamavano Bulldozer,15.463,6.806,302
3834,2023,Hidalgo,29.522,6.809,1087
3835,945729,A Haunting in Venice,144.321,6.8,1191
3836,662546,Godmothered,27.737,6.805,556
3837,597156,The Boys in the Band,12.391,6.805,403
3838,567797,The Dry,19.899,6.805,524
3839,514921,The Aeronauts,20.156,6.805,1012
3840,318917,Er ist wieder da,18.65,6.805,1662
3841,256917,The Water Diviner,18.134,6.805,1152
3842,798286,Beau Is Afraid,33.692,6.8,614
3843,39013,Winter's Bone,18.489,6.804,1640
3844,25284,The Last Seduction,18.719,6.808,318
3845,619730,Don't Worry Darling,41.439,6.803,1981
3846,150689,Cinderella,71.875,6.803,6721
3847,14011,Justice League: The New Frontier,18.125,6.803,470
3848,13342,Fast Times at Ridgemont High,35.704,6.803,1119
3849,472734,Dumplin',18.903,6.802,1336
3850,56415,Les Lyonnais,11.245,6.802,324
3851,9443,Chariots of Fire,25.004,6.802,819
3852,9282,11:14,18.981,6.802,772
3853,2462,Hibernatus,15.336,6.802,422
3854,663712,Terrifier 2,110.039,6.8,1489
3855,131631,The Hunger Games: Mockingjay - Part 1,261.164,6.801,14873
3856,49367,2 Filhos de Francisco: A História de Zezé di Camargo & Luciano,10.399,6.801,371
3857,33908,"쓰리, 몬스터",10.24,6.8,334
3858,709631,Cobweb,76.986,6.788,474
3859,41216,Legend of the Guardians: The Owls of Ga'Hoole,27.112,6.8,2159
3860,11381,Tommy Boy,19.18,6.799,874
3861,9655,She's the Man,26.049,6.799,2790
3862,9647,Scrooged,41.024,6.8,1355
3863,648579,The Unbearable Weight of Massive Talent,39.615,6.797,1588
3864,438747,Tangled: Before Ever After,20.364,6.798,352
3865,44629,Animal Kingdom,17.818,6.798,741
3866,11843,The Return of the Pink Panther,21.719,6.797,543
3867,9972,Lock Up,34.263,6.798,1095
3868,4031,Les Valseuses,17.058,6.801,395
3869,158011,The Call,25.529,6.797,2746
3870,46169,Twitches Too,22.769,6.8,322
3871,26171,Everybody's Fine,14.796,6.797,897
3872,431,Cube,27.482,6.797,4391
3873,107985,The World's End,29.353,6.796,5023
3874,98548,People Like Us,9.087,6.796,582
3875,1070514,ゾン100～ゾンビになるまでにしたい100のこと～,51.504,6.795,438
3876,862965,Emily the Criminal,38.702,6.795,634
3877,512195,Red Notice,63.463,6.795,5215
3878,476669,The King's Man,62.808,6.8,4003
3879,11708,Chitty Chitty Bang Bang,21.747,6.795,590
3880,11708,Chitty Chitty Bang Bang,21.747,6.795,590
3881,9387,Conan the Barbarian,45.492,6.796,2270
3882,2142,Cop Land,27.122,6.795,1417
3883,454,Romeo + Juliet,33.579,6.795,4714
3884,370663,Below Her Mouth,65.713,6.794,1068
3885,8366,Der Schuh des Manitu,8.633,6.8,442
3886,188166,Blue Ruin,17.886,6.793,1348
3887,24100,The Little Vampire,15.095,6.8,370
3888,16995,State of Play,25.259,6.793,1789
3889,1494,滿城盡帶黃金甲,27.576,6.793,669
3890,9737,Bad Boys,40.904,6.793,5813
3891,272693,The DUFF,27.172,6.791,4230
3892,228161,Home,51.716,6.791,3739
3893,145247,Hundraåringen som klev ut genom fönstret och försvann,17.554,6.791,864
3894,30596,十月圍城,22.574,6.791,340
3895,8976,A Lot Like Love,16.658,6.791,1197
3896,3509,A Scanner Darkly,12.382,6.792,1619
3897,548066,Level 16,29.488,6.79,593
3898,11013,Secretary,37.281,6.791,1469
3899,5038,Vicky Cristina Barcelona,28.795,6.789,3478
3900,20115,Opera,17.103,6.789,422
3901,17894,The Beautician and the Beast,16.881,6.8,323
3902,25475,Tinker Bell and the Lost Treasure,30.965,6.788,919
3903,22051,Adam,13.191,6.788,400
3904,12178,Miss Pettigrew Lives for a Day,12.499,6.788,367
3905,9059,Tales from the Crypt: Demon Knight,24.215,6.788,432
3906,796,Cruel Intentions,34.408,6.788,2998
3907,417670,Loro 1,15.589,6.787,512
3908,170522,Astérix: Le domaine des dieux,18.087,6.789,1259
3909,14337,Primer,24.304,6.787,1989
3910,500475,SuperFly,59.555,6.784,345
3911,446894,Smallfoot,32.039,6.786,1423
3912,252178,'71,18.47,6.786,1038
3913,15144,Sixteen Candles,25.816,6.8,1944
3914,11162,The Merchant of Venice,18.08,6.8,513
3915,1858,Transformers,15.509,6.786,10569
3916,732450,Batman: Soul of the Dragon,17.591,6.785,310
3917,600583,The Power of the Dog,25.88,6.785,2438
3918,581387,백두산,38.636,6.785,517
3919,416194,Skjelvet,36.928,6.785,685
3920,84332,Safety Not Guaranteed,13.185,6.785,1321
3921,37137,The Naked Gun 2½: The Smell of Fear,33.291,6.787,2017
3922,400579,Tully,21.234,6.784,1339
3923,159824,Hotel Transylvania 2,59.957,6.784,5388
3924,785457,Afterlife of the Party,14.342,6.783,423
3925,188927,Star Trek Beyond,51.036,6.783,6272
3926,443463,Leave No Trace,22.562,6.782,1117
3927,29161,Phenomena,25.998,6.782,739
3928,9319,The Last Boy Scout,30.237,6.781,1697
3929,2616,Uncle Buck,29.141,6.782,1063
3930,2266,"Paris, je t'aime",14.305,6.782,689
3931,466,Klute,13.807,6.782,376
3932,369885,Allied,30.372,6.781,4278
3933,13648,バイオハザード：ディジェネレーション,33.571,6.781,968
3934,9411,Fallen,26.648,6.8,1281
3935,668640,Competencia oficial,15.779,6.78,309
3936,303991,Demolition,26.229,6.78,2016
3937,20504,The Book of Eli,33.796,6.78,5682
3938,10156,History of the World: Part I,17.871,6.78,718
3939,16366,Joseph: King of Dreams,38.951,6.778,923
3940,539892,Freaks,29.159,6.778,1034
3941,390734,キングスグレイブ ファイナルファンタジーXV,19.364,6.772,645
3942,351145,El desconocido,12.736,6.778,389
3943,209451,Jersey Boys,13.046,6.778,650
3944,10212,Ravenous,18.415,6.778,532
3945,10045,Banlieue 13,18.626,6.778,1690
3946,795,City of Angels,26.163,6.778,1962
3947,691,The Spy Who Loved Me,32.823,6.778,1787
3948,16962,Barbie Fairytopia: Magic of the Rainbow,25.919,6.8,408
3949,9481,The Bone Collector,23.643,6.777,3215
3950,1947,An Unfinished Life,12.463,6.777,570
3951,811592,One Shot,30.103,6.776,811
3952,449443,Den of Thieves,40.034,6.776,2647
3953,339405,Christine,13.5,6.776,337
3954,11091,Riding in Cars with Boys,13.844,6.776,419
3955,369192,Battle of the Sexes,18.09,6.775,1752
3956,321697,Steve Jobs,22.133,6.775,3926
3957,198184,Chappie,68.625,6.775,7494
3958,269650,Appleseed Alpha,12.129,6.774,334
3959,253980,Marvel One-Shot: All Hail the King,15.848,6.774,466
3960,253980,Marvel One-Shot: All Hail the King,15.848,6.774,466
3961,504603,Le Monde est à toi,13.305,6.773,401
3962,74465,We Bought a Zoo,20.8,6.773,2525
3963,19200,Shadows and Fog,15.131,6.773,325
3964,18764,双龙会,27.541,6.773,346
3965,614292,Favolacce,11.849,6.772,524
3966,507086,Jurassic World Dominion,145.925,6.772,5323
3967,261102,El Club de los Incomprendidos,8.912,6.772,395
3968,9062,Love Story,22.096,6.772,628
3969,2255,Chasing Amy,19.775,6.772,1272
3970,578189,Black and Blue,20.252,6.771,774
3971,468202,La ragazza nella nebbia,22.559,6.771,950
3972,424277,Annette,32.91,6.771,619
3973,283235,99 Homes,16.187,6.771,692
3974,154400,The Drop,41.867,6.771,2003
3975,153158,Metegol,30.078,6.771,433
3976,41402,Let Me In,16.762,6.771,1877
3977,14924,Sid and Nancy,17.102,6.771,457
3978,11003,The Wedding Singer,24.397,6.771,1603
3979,8193,Napoleon Dynamite,18.823,6.771,1696
3980,297725,The Man Who Killed Don Quixote,17.189,6.77,954
3981,15723,The Big Kahuna,9.99,6.77,324
3982,10711,French Connection II,12.306,6.77,381
3983,10222,Kickboxer,32.067,6.769,1260
3984,9740,Hannibal,6.725,6.77,4374
3985,11092,Presumed Innocent,20.301,6.769,598
3986,10649,The Enforcer,24.521,6.769,793
3987,10552,Cat's Eye,24.281,6.769,579
3988,8852,Prince of Darkness,20.459,6.769,887
3989,4566,Michael Clayton,20.984,6.769,1575
3990,569547,Black Mirror: Bandersnatch,19.26,6.768,3696
3991,534490,Avengement,25.401,6.768,437
3992,239566,Get on Up,11.836,6.768,482
3993,42691,Edipo re,15.137,6.768,315
3994,581392,반도,30.394,6.767,2203
3995,414770,アンチポルノ,28.616,6.767,365
3996,325189,Teen Beach 2,14.978,6.767,558
3997,36647,Blade,47.746,6.767,5523
3998,10195,Thor,77.82,6.767,20153
3999,1365,Monster's Ball,21.828,6.767,890
4000,12160,Wyatt Earp,29.912,6.766,761
4001,10935,Heaven's Gate,17.663,6.766,318
4002,419635,Kodachrome,9.547,6.8,391
4003,11522,Pretty in Pink,17.418,6.765,1020
4004,10758,Waitress,17.206,6.765,485
4005,8489,Ali,23.62,6.765,1571
4006,6973,In the Valley of Elah,17.448,6.765,921
4007,5994,The Family Man,34.633,6.765,1753
4008,4547,Panic Room,31.458,6.765,4580
4009,629176,Samaritan,54.878,6.764,1781
4010,614479,Insidious: The Red Door,105.931,6.764,1321
4011,524216,The Mortuary Collection,19.76,6.764,380
4012,14609,Ultimate Avengers: The Movie,15.246,6.8,318
4013,9654,The Italian Job,42.816,6.763,5169
4014,2293,Mallrats,15.843,6.764,1138
4015,1870,Fantômas se déchaîne,15.654,6.762,462
4016,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,22.284,6.764,4999
4017,9919,How to Lose a Guy in 10 Days,27.793,6.762,3538
4018,51052,Arthur Christmas,35.265,6.761,1327
4019,11935,Capricorn One,19.079,6.758,405
4020,11935,Capricorn One,19.079,6.758,405
4021,11086,The Majestic,17.93,6.762,673
4022,535292,21 Bridges,31.637,6.761,1806
4023,186161,La Cage Dorée,9.388,6.761,305
4024,37686,Super 8,35.462,6.8,6251
4025,19548,Le Grand Restaurant,19.383,6.761,445
4026,12205,仄暗い水の底から,15.507,6.765,542
4027,9031,Io sto con gli ippopotami,14.55,6.761,436
4028,7443,Chicken Run,69.004,6.761,4558
4029,615904,Marry Me,28.239,6.76,853
4030,249397,Nymphomaniac: Vol. II,62.063,6.759,2704
4031,19997,Niagara,19.193,6.76,342
4032,10846,La tigre e la neve,9.92,6.76,457
4033,9789,Mio fratello è figlio unico,22.707,6.76,375
4034,9469,He Got Game,16.913,6.76,642
4035,776797,哭悲,54.801,6.758,670
4036,668482,Roald Dahl's Matilda the Musical,54.076,6.759,643
4037,276843,What We Did on Our Holiday,12.898,6.759,475
