,id,original_title,popularity,vote_average,vote_count
2132,13933,One Man Band,8.311,7.241,519
2133,2759,"The Adventures of Priscilla, Queen of the Desert",16.46,7.241,710
2134,246,座頭市,16.215,7.242,786
2135,345920,Collateral Beauty,27.134,7.24,5146
2136,220289,Coherence,32.338,7.24,2600
2137,76543,Tyrannosaur,9.136,7.24,418
2138,8844,Jumanji,18.791,7.24,9919
2139,5590,Peau d'âne,13.908,7.24,464
2140,129112,وجدة‎‎,17.626,7.239,451
2141,72570,The Vow,23.975,7.2,3817
2142,15487,The Greatest Game Ever Played,19.327,7.2,418
2143,2609,"Planes, Trains and Automobiles",34.724,7.24,1728
2144,340,Everything Is Illuminated,7.76,7.239,683
2145,57447,La casa dalle finestre che ridono,11.068,7.2,307
2146,393624,Official Secrets,18.42,7.237,860
2147,43920,Dog Pound,13.056,7.237,353
2148,17111,ชัตเตอร์ กดติดวิญญาณ,32.112,7.2,1092
2149,2277,Bicentennial Man,26.89,7.237,3372
2150,549053,Last Christmas,32.89,7.236,2167
2151,297762,Wonder Woman,68.058,7.236,19071
2152,168259,Furious 7,75.707,7.236,10064
2153,761,L'Aile ou la Cuisse,21.478,7.237,798
2154,79707,星を追う子ども,29.32,7.235,637
2155,8363,Superbad,62.634,7.235,6726
2156,842675,流浪地球2,121.225,7.234,396
2157,581734,Nomadland,27.36,7.234,2702
2158,465136,Every Day,21.403,7.234,2122
2159,6537,El orfanato,24.665,7.234,2686
2160,979,Irréversible,57.137,7.234,2639
2161,13283,Barbie as the Island Princess,25.963,7.2,661
2162,11986,37°2 le matin,19.616,7.233,372
2163,11929,Dolores Claiborne,25.676,7.236,683
2164,70670,Hodejegerne,13.816,7.232,1135
2165,43266,How Green Was My Valley,12.734,7.232,353
2166,17159,Eddie Murphy Raw,10.935,7.2,306
2167,670292,The Creator,1686.721,7.199,1001
2168,560050,Over the Moon,23.657,7.231,1215
2169,37724,Skyfall,44.655,7.231,14561
2170,21641,The Damned United,9.4,7.231,582
2171,8393,The Gods Must Be Crazy,22.937,7.231,1037
2172,435577,Den 12. mann,19.277,7.23,481
2173,20352,Despicable Me,75.599,7.23,14250
2174,16907,劇場版 NARUTO 大活劇! 雪姫忍法帖だってばよ!!,27.822,7.23,473
2175,403,Driving Miss Daisy,21.375,7.23,1441
2176,512895,Lady and the Tramp,24.85,7.229,1460
2177,338189,Juste la fin du monde,14.719,7.229,1532
2178,38684,Jane Eyre,18.048,7.229,1373
2179,5902,A Bridge Too Far,31.875,7.229,724
2180,2567,The Aviator,26.377,7.229,4954
2181,1640,Crash,28.376,7.229,3225
2182,1254,"Je vais bien, ne t'en fais pas",12.675,7.228,538
2183,785539,Resort to Love,15.237,7.227,379
2184,454983,The Kissing Booth,61.476,7.228,6949
2185,436343,Testről és lélekről,10.832,7.227,501
2186,14003,劇場版 鋼の錬金術師 シャンバラを征く者,21.69,7.227,302
2187,9701,North Country,19.379,7.227,578
2188,324849,The Lego Batman Movie,38.469,7.2,4634
2189,296098,Bridge of Spies,21.855,7.226,6468
2190,259954,5 to 7,13.616,7.226,349
2191,67884,Un cuento chino,10.252,7.225,367
2192,591274,Fear Street: 1978,28.499,7.224,1720
2193,467909,In the Heights,17.596,7.224,646
2194,36728,劇場版 NARUTO -ナルト- 疾風伝 火の意志を継ぐ者,42.065,7.2,397
2195,28043,I tre volti della paura,13.95,7.224,360
2196,10559,Frequency,25.532,7.224,1607
2197,5825,National Lampoon's Christmas Vacation,65.863,7.224,2114
2198,399579,Alita: Battle Angel,56.431,7.222,8534
2199,364689,Ferdinand,43.56,7.222,2678
2200,364689,Ferdinand,43.56,7.222,2678
2201,504,Monster,34.569,7.223,2134
2202,211387,Marvel One-Shot: Agent Carter,16.573,7.222,690
2203,10693,Peter Pan,50.458,7.222,5033
2204,1878,Fear and Loathing in Las Vegas,31.0,7.222,4276
2205,809140,Father Stu,31.654,7.221,473
2206,428836,Ophelia,16.771,7.227,501
2207,34433,ドラゴンボールＺ 燃え尽きろ!!熱戦・烈戦・超激戦,50.225,7.221,815
2208,11832,Babettes gæstebud,12.682,7.221,348
2209,11020,Picnic at Hanging Rock,13.819,7.225,691
2210,227,The Outsiders,35.733,7.221,1206
2211,329819,La Tête haute,9.815,7.22,447
2212,844,2046,24.398,7.2,796
2213,499932,The Devil All the Time,24.098,7.219,3064
2214,374205,ワンピース　フィルム GOLD,29.566,7.219,441
2215,10086,C'est arrivé près de chez vous,19.895,7.22,827
2216,268,Batman,41.061,7.219,7228
2217,807196,Boiling Point,20.73,7.218,432
2218,401104,To the Bone,18.084,7.218,3364
2219,370964,Он - дракон,30.912,7.217,338
2220,3086,The Lady Eve,14.667,7.217,307
2221,1538,Collateral,34.476,7.217,5152
2222,446696,Life Itself,22.314,7.215,506
2223,374671,海よりもまだ深く,15.279,7.215,300
2224,204436,Jack et la mécanique du cœur,15.762,7.215,662
2225,12622,その男、凶暴につき,12.446,7.215,340
2226,10518,Marathon Man,27.852,7.214,962
2227,1716,Le Dernier Métro,19.967,7.215,440
2228,793998,L'Événement,13.974,7.214,336
2229,372519,Os Dez Mandamentos: O Filme,26.229,7.214,302
2230,695,Short Cuts,24.56,7.215,525
2231,774752,The Guardians of the Galaxy Holiday Special,37.068,7.213,1685
2232,385687,Fast X,670.224,7.211,4311
2233,34134,Barbie in A Mermaid Tale,34.106,7.211,702
2234,2654,In the Mouth of Madness,23.122,7.211,1496
2235,436,"María, llena eres de gracia",14.568,7.211,353
2236,830784,"Lyle, Lyle, Crocodile",54.466,7.2,482
2237,399366,El secreto de Marrowbone,29.204,7.21,1339
2238,15196,Clue,36.079,7.21,1540
2239,10705,Henry V,12.844,7.207,334
2240,9267,And Now for Something Completely Different,10.839,7.211,471
2241,241863,神さまの言うとおり,25.688,7.2,443
2242,14047,The Great Debaters,18.117,7.209,548
2243,420622,Professor Marston and the Wonder Women,25.036,7.208,794
2244,336845,Cleveland Abduction,20.308,7.2,329
2245,10860,Steel Magnolias,19.625,7.208,605
2246,10772,Django,23.965,7.208,819
2247,859,Dangerous Liaisons,24.622,7.209,1057
2248,653851,Devotion,33.631,7.207,583
2249,287495,Im Labyrinth des Schweigens,11.874,7.2,540
2250,18320,The Young Victoria,17.145,7.206,950
2251,585245,Clifford the Big Red Dog,56.452,7.205,1628
2252,403431,Brigsby Bear,19.055,7.205,344
2253,257211,The Intern,46.751,7.205,6266
2254,251,Ghost,37.494,7.205,5151
2255,170,28 Days Later,50.71,7.205,6179
2256,475946,ブレードランナー ブラックアウト 2022,28.933,7.204,351
2257,429200,Good Time,26.364,7.204,2638
2258,86829,Inside Llewyn Davis,21.711,7.204,2502
2259,75258,Secret of the Wings,48.335,7.207,1127
2260,11773,Village of the Damned,16.153,7.204,382
2261,10528,Sherlock Holmes,42.194,7.204,13261
2262,5176,3:10 to Yuma,20.438,7.204,3287
2263,3543,Out of Rosenheim,17.981,7.2,335
2264,736732,브로커,33.186,7.203,339
2265,407655,A Cinderella Story: If the Shoe Fits,26.345,7.203,805
2266,404368,Ralph Breaks the Internet,54.689,7.203,7066
2267,62215,Melancholia,24.824,7.203,3241
2268,21519,A計劃,27.373,7.203,412
2269,15359,Wonder Woman,13.817,7.203,522
2270,10149,Smoke,22.227,7.205,431
2271,6978,Big Trouble in Little China,29.443,7.2,2730
2272,56825,Compagni di scuola,5.844,7.202,341
2273,23168,The Town,56.893,7.203,4674
2274,14375,Romanzo criminale,11.411,7.202,620
2275,10198,The Princess and the Frog,76.239,7.202,5125
2276,1621,Trading Places,40.633,7.202,2957
2277,520736,Loro 2,8.992,7.201,358
2278,16563,Seven Brides for Seven Brothers,15.17,7.201,495
2279,9400,Set It Off,16.407,7.2,316
2280,6479,I Am Legend,75.089,7.201,14813
2281,213121,Toy Story of Terror!,1.121,7.2,864
2282,34584,Die unendliche Geschichte,31.579,7.2,3732
2283,14306,Marley & Me,26.972,7.2,4341
2284,4415,Les Misérables,14.726,7.2,555
2285,1278,The Dreamers,31.512,7.199,2657
2286,623,A Fish Called Wanda,22.68,7.201,1964
2287,459,Sissi - Schicksalsjahre einer Kaiserin,17.1,7.2,307
2288,664300,Shiva Baby,17.343,7.2,489
2289,500006,Utøya 22. juli,14.708,7.199,340
2290,13368,White Christmas,23.352,7.194,450
2291,11850,Invasion of the Body Snatchers,18.742,7.2,955
2292,613504,After We Collided,106.235,7.199,5102
2293,472674,The Goldfinch,20.852,7.197,790
2294,70160,The Hunger Games,126.157,7.197,20827
2295,16620,La Bamba,19.52,7.196,633
2296,13885,Sweeney Todd: The Demon Barber of Fleet Street,27.342,7.196,5517
2297,10886,La sconosciuta,12.676,7.196,325
2298,10403,The Player,20.233,7.197,716
2299,6037,Murder by Death,15.154,7.196,731
2300,4588,色‧戒,35.668,7.194,620
2301,50348,The Lincoln Lawyer,26.345,7.195,2975
2302,11328,Pusher II,10.988,7.2,401
2303,11051,The Last Temptation of Christ,24.269,7.195,943
2304,10452,La Reine Margot,13.543,7.195,328
2305,2576,The Diary of Anne Frank,18.063,7.195,321
2306,177677,Mission: Impossible - Rogue Nation,73.83,7.194,8273
2307,16085,Funny Girl,13.449,7.2,366
2308,12159,What Dreams May Come,24.714,7.194,2134
2309,11044,Arizona Dream,13.153,7.194,612
2310,10625,Mean Girls,76.013,7.194,8047
2311,167,K-PAX,22.279,7.194,2192
2312,820446,Downton Abbey: A New Era,37.697,7.2,393
2313,346698,Barbie,386.796,7.193,5978
2314,9388,Thank You for Smoking,16.798,7.193,1981
2315,6023,P.S. I Love You,27.5,7.193,3148
2316,475215,未来のミライ,27.044,7.192,713
2317,55931,The Animatrix,21.898,7.19,1446
2318,22954,Invictus,17.667,7.192,3868
2319,593643,The Menu,47.644,7.192,3882
2320,593643,The Menu,47.644,7.192,3882
2321,515916,Girl,12.775,7.19,678
2322,11951,Vanishing Point,14.797,7.19,403
2323,9013,Midnight Run,17.819,7.2,972
2324,298115,Dragons: Dawn of the Dragon Racers,19.057,7.189,314
2325,42297,Burlesque,26.379,7.189,2118
2326,14359,Doubt,17.687,7.189,1563
2327,2055,Open Range,24.025,7.2,954
2328,845222,킹덤: 아신전,41.075,7.188,487
2329,765245,Swan Song,15.096,7.2,431
2330,475094,Der Hauptmann,17.613,7.188,383
2331,16553,Little Manhattan,18.903,7.193,667
2332,788,Mrs. Doubtfire,44.337,7.188,5682
2333,607,Men in Black,66.491,7.188,12939
2334,577922,Tenet,59.728,7.187,8871
2335,519035,Nappily Ever After,15.495,7.187,787
2336,51876,Limitless,39.476,7.188,9983
2337,12092,Alice in Wonderland,59.995,7.188,5503
2338,8329,[REC],29.959,7.187,4052
2339,489925,Eighth Grade,19.672,7.186,1400
2340,24615,Aloha Scooby-Doo!,20.922,7.2,393
2341,20345,L'uccello dalle piume di cristallo,14.196,7.2,681
2342,90,Beverly Hills Cop,32.025,7.185,3675
2343,56831,The Sunset Limited,11.795,7.185,396
2344,2832,Identity,28.064,7.184,3548
2345,11209,The Alamo,20.432,7.2,313
2346,130925,Partysaurus Rex,30.631,7.183,446
2347,96714,Diaz - Don't Clean Up This Blood,7.725,7.183,406
2348,45162,Superman/Batman: Apocalypse,18.256,7.183,639
2349,618355,Superman: Red Son,19.106,7.182,763
2350,7350,The Bucket List,36.294,7.2,3490
2351,1008042,Talk to Me,247.826,7.187,1784
2352,677179,Creed III,133.643,7.181,2086
2353,363676,Sully,37.158,7.181,6752
2354,256962,Little Boy,10.238,7.181,494
2355,11222,Der amerikanische Freund,10.957,7.2,310
2356,10601,Peter Pan,33.214,7.2,2474
2357,1164,Babel,23.787,7.181,3472
2358,749004,Petite maman,25.444,7.2,309
2359,342473,Ballerina,34.832,7.18,1766
2360,2355,Reign Over Me,16.436,7.18,967
2361,1885,The Karate Kid,46.126,7.18,3840
2362,13012,Felon,17.272,7.179,816
2363,11837,Watership Down,13.795,7.177,562
2364,5236,Kiss Kiss Bang Bang,14.008,7.179,2484
2365,319888,Eddie the Eagle,24.548,7.2,1978
2366,1213,The Talented Mr. Ripley,30.598,7.178,3292
2367,138,Dracula,38.009,7.2,1080
2368,536554,M3GAN,119.004,7.178,3382
2369,353326,The Man Who Knew Infinity,23.538,7.177,1310
2370,336000,The Glass Castle,19.742,7.177,752
2371,329805,Mon roi,15.301,7.177,733
2372,116745,The Secret Life of Walter Mitty,38.63,7.177,7136
2373,14299,Cadillac Records,16.344,7.177,396
2374,321528,Batman vs. Robin,21.135,7.176,847
2375,12762,Broadway Danny Rose,13.95,7.176,413
2376,1857,The Transformers: The Movie,19.727,7.176,458
2377,1271,300,52.416,7.176,12931
2378,285733,Barbie and the Secret Door,10.077,7.175,371
2379,10673,Wall Street,31.289,7.175,1869
2380,330483,The Choice,17.658,7.174,1783
2381,198663,The Maze Runner,119.346,7.174,16026
2382,33511,Nowhere Boy,17.77,7.174,756
2383,11577,Pat Garrett & Billy the Kid,21.864,7.174,362
2384,11446,Welcome to the Dollhouse,17.734,7.174,390
2385,4518,Elizabeth,20.103,7.174,1287
2386,72113,Carnage,18.144,7.173,2750
2387,44826,Hugo,29.71,7.173,6810
2388,11330,Pusher 3,10.391,7.2,321
2389,97365,De rouille et d'os,15.527,7.172,1291
2390,48254,Ovosodo,12.197,7.175,404
2391,29005,McCabe & Mrs. Miller,13.412,7.172,354
2392,22302,Polytechnique,17.398,7.172,562
2393,11287,A League of Their Own,32.089,7.174,1278
2394,409,The English Patient,31.072,7.173,1958
2395,168,Star Trek IV: The Voyage Home,28.632,7.173,1348
2396,505642,Black Panther: Wakanda Forever,165.033,7.17,5635
2397,479226,Journal 64,13.011,7.171,435
2398,376660,The Edge of Seventeen,23.726,7.171,3858
2399,12230,One Hundred and One Dalmatians,48.61,7.171,5869
2400,327,Brother,14.219,7.171,407
2401,672647,The Map of Tiny Perfect Things,16.922,7.17,668
2402,518896,明日戰記,41.1,7.161,345
2403,406990,What Happened to Monday,35.612,7.169,5722
2404,40807,50/50,28.533,7.169,3534
2405,17581,劇場版 NARUTO -ナルト- 疾風伝 絆,33.915,7.169,408
2406,15067,"좋은 놈, 나쁜 놈, 이상한 놈",21.851,7.169,667
2407,11177,Mask,22.078,7.2,399
2408,9820,The Parent Trap,57.598,7.169,3832
2409,9660,Operation Petticoat,15.65,7.169,316
2410,2024,The Patriot,46.01,7.169,3601
2411,978,Seven Years in Tibet,27.353,7.169,2625
2412,276,Die fetten Jahre sind vorbei,7.796,7.169,313
2413,59,A History of Violence,27.348,7.2,2942
2414,635910,The Last Voyage of the Demeter,157.447,7.163,930
2415,59421,김복남 살인사건의 전말,17.395,7.168,360
2416,15283,平成狸合戦ぽんぽこ,29.732,7.169,922
2417,8963,Crimson Tide,29.892,7.168,1592
2418,2668,Sleepy Hollow,42.948,7.167,6287
2419,823951,Novembre,23.859,7.167,597
2420,537056,Batman: Hush,20.924,7.167,796
2421,205601,Belle,21.315,7.167,644
2422,110398,No,15.868,7.167,399
2423,26617,Five Easy Pieces,13.061,7.167,463
2424,20410,Scooby-Doo and the Alien Invaders,19.087,7.2,332
2425,547016,The Old Guard,28.568,7.166,3860
2426,15370,猫の恩返し,41.7,7.166,1901
2427,581997,Batman vs Teenage Mutant Ninja Turtles,27.812,7.158,428
2428,9303,Bound,37.961,7.166,827
2429,595671,Never Rarely Sometimes Always,10.342,7.2,472
2430,281338,War for the Planet of the Apes,68.473,7.164,8129
2431,109410,42,24.327,7.164,1674
2432,2280,Big,29.308,7.164,3338
2433,554600,Uri: The Surgical Strike,250.66,7.163,309
2434,10223,A Simple Plan,20.21,7.163,808
2435,4538,The Darjeeling Limited,16.122,7.163,3278
2436,530385,Midsommar,53.376,7.162,6336
2437,505954,Т-34,17.463,7.162,782
2438,117691,गैंग्स ऑफ़ वास्सेपुर पार्ट - १,13.442,7.162,330
2439,49047,Gravity,24.281,7.162,14557
2440,2771,American Splendor,11.399,7.162,419
2441,522478,Peter Rabbit 2: The Runaway,36.3,7.161,723
2442,501170,Doctor Sleep,32.795,7.2,4034
2443,411728,The Professor and the Madman,17.894,7.161,1073
2444,13920,Radio,33.23,7.165,629
2445,506,Marnie,18.329,7.161,1023
2446,340270,The Healer,26.042,7.16,479
2447,294016,Trumbo,21.031,7.16,1482
2448,11109,Vera Drake,12.144,7.16,324
2449,272878,Max,21.8,7.158,749
2450,6615,Lars and the Real Girl,18.265,7.158,1645
2451,591275,Fear Street: 1666,26.841,7.155,1536
2452,536743,Queen & Slim,12.627,7.157,635
2453,10617,黃飛鴻,17.444,7.2,378
2454,2117,Sophie Scholl – Die letzten Tage,19.643,7.157,391
2455,398173,The House That Jack Built,24.774,7.2,2486
2456,19123,La Chèvre,15.779,7.154,600
2457,11165,Tora! Tora! Tora!,22.072,7.156,486
2458,18030,Kiss Me Deadly,12.701,7.155,338
2459,504949,The King,24.479,7.154,2954
2460,504949,The King,24.479,7.154,2954
2461,396371,Molly's Game,32.347,7.154,3455
2462,68722,The Master,22.453,7.154,2743
2463,14168,3:10 to Yuma,11.212,7.2,319
2464,817758,TÁR,36.995,7.154,961
2465,522162,Midway,47.496,7.152,2279
2466,130739,Oh Boy,13.587,7.152,305
2467,22527,The Wrong Man,18.79,7.152,487
2468,10634,Friday,41.892,7.152,1619
2469,609,Poltergeist,29.397,7.152,2737
2470,509364,Grâce à Dieu,14.313,7.151,508
2471,279229,Saphirblau,14.024,7.151,946
2472,254172,Fathers and Daughters,57.673,7.151,921
2473,11093,House of Sand and Fog,16.02,7.2,679
2474,10830,Matilda,53.726,7.151,4086
2475,9441,Stepmom,23.418,7.151,1327
2476,8879,Pale Rider,23.685,7.151,954
2477,606,Out of Africa,25.321,7.151,1267
2478,458,Sissi - Die junge Kaiserin,18.374,7.151,311
2479,567604,Once Upon a Deadpool,31.004,7.2,648
2480,527435,The Christmas Chronicles,53.333,7.2,1963
2481,15906,Barbie and the Magic of Pegasus,32.278,7.15,652
2482,13156,Secondhand Lions,19.166,7.148,704
2483,652,Troy,81.292,7.15,9474
2484,469,Stranger Than Paradise,13.289,7.15,477
2485,558144,Deadpool: No Good Deed,10.088,7.149,451
2486,324560,Brimstone,19.413,7.148,1034
2487,12289,赤壁,17.952,7.149,757
2488,11660,Following,13.328,7.1,1426
2489,11524,Thief,31.956,7.149,579
2490,10142,Casualties of War,22.971,7.149,808
2491,8088,Los abrazos rotos,15.162,7.149,602
2492,2153,The Driver,21.993,7.149,379
2493,846433,The Enforcer,42.783,7.148,350
2494,618354,Superman: Man of Tomorrow,14.503,7.147,409
2495,12481,唐山大兄,36.078,7.147,679
2496,10511,In America,11.463,7.147,307
2497,4176,Murder on the Orient Express,34.034,7.147,1287
2498,994,Straw Dogs,17.364,7.148,857
2499,51241,Les amours imaginaires,10.956,7.146,973
2500,2100,The Last Castle,17.71,7.146,1137
2501,440472,The Upside,41.776,7.148,1163
2502,336050,Saul fia,13.467,7.144,979
2503,524047,Greenland,53.489,7.144,4087
2504,473033,Uncut Gems,32.97,7.144,4320
2505,147773,The Way Way Back,16.179,7.144,1650
2506,612,Munich,24.379,7.144,2396
2507,123377,피에타,8.24,7.143,332
2508,23637,Io speriamo che me la cavo,10.93,7.143,368
2509,1420,Breakfast on Pluto,23.527,7.143,340
2510,537996,The Ballad of Buster Scruggs,34.222,7.142,3734
2511,355338,Riley's First Date?,55.516,7.1,756
2512,82881,Tangled Ever After,36.28,7.142,982
2513,4688,Across the Universe,16.905,7.142,1259
2514,3549,Efter brylluppet,15.499,7.142,379
2515,1997,Deux Frères,16.212,7.142,780
2516,535544,Downton Abbey,19.177,7.141,1041
2517,226448,In Your Eyes,16.764,7.141,655
2518,206563,Trash,20.812,7.141,570
2519,63831,Le Gamin au vélo,13.969,7.141,393
2520,11636,新警察故事,25.401,7.141,654
2521,10531,Death and the Maiden,13.749,7.141,451
2522,9769,Lolita,65.08,7.143,1601
2523,8438,Murder in the First,17.367,7.1,515
2524,816904,Momias,54.662,7.127,391
2525,129533,Barbie: The Princess & The Popstar,22.968,7.14,555
2526,38700,Bad Boys for Life,60.848,7.14,7612
2527,754067,Mystère,13.579,7.14,469
2528,653349,Vacation Friends,38.54,7.139,665
2529,403300,A Hidden Life,18.872,7.1,585
2530,14903,Pooh's Grand Adventure: The Search for Christopher Robin,17.672,7.1,328
2531,10925,The Return of the Living Dead,24.654,7.139,1891
2532,606952,La dea fortuna,12.061,7.137,466
2533,11772,The Haunting,28.186,7.1,566
2534,1089,Point Break,35.221,7.138,3243
2535,243,High Fidelity,21.014,7.137,1806
2536,537915,After,121.002,7.136,7871
2537,11485,Take the Money and Run,15.069,7.136,685
2538,10648,Magnum Force,34.454,7.136,952
2539,9741,Unbreakable,38.617,7.136,8692
2540,934433,Scream VI,141.254,7.139,2051
2541,796185,Les Trois Mousquetaires : D'Artagnan,56.891,7.133,753
2542,14807,The Long Good Friday,12.713,7.135,301
2543,8051,Punch-Drunk Love,27.185,7.134,2110
2544,791177,Bones and All,31.03,7.134,1062
2545,37767,Un sacco bello,10.714,7.134,376
2546,916,Bullitt,21.892,7.134,1001
2547,430447,メアリと魔女の花,21.602,7.133,704
2548,291270,Anomalisa,24.282,7.133,1593
2549,10564,Where the Heart Is,18.527,7.133,642
2550,10150,The Last Unicorn,23.315,7.133,429
2551,988,The China Syndrome,13.115,7.133,413
2552,646380,Don't Look Up,44.483,7.132,7342
2553,58574,Sherlock Holmes: A Game of Shadows,35.319,7.132,9810
2554,18240,The Proposal,54.349,7.133,6254
2555,10590,We Were Soldiers,26.77,7.132,1874
2556,10102,La Grande Bouffe,18.962,7.139,439
2557,8619,Master and Commander: The Far Side of the World,36.269,7.133,2893
2558,385128,F9,61.691,7.131,6724
2559,82693,Silver Linings Playbook,31.513,7.131,11401
2560,647,Final Fantasy VII: Advent Children,27.011,7.131,1056
2561,4192,Death on the Nile,22.853,7.13,707
2562,458423,Mamma Mia! Here We Go Again,26.979,7.129,3149
2563,334517,The Siege of Jadotville,20.276,7.129,801
2564,4441,Candy,21.117,7.1,562
2565,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",155.285,7.13,9924
2566,65,8 Mile,36.068,7.129,6757
2567,7913,रंग दे बसंती,17.175,7.127,401
2568,635,Angel Heart,22.399,7.128,1367
2569,570670,The Invisible Man,24.143,7.127,5350
2570,14859,Keith,9.867,7.1,418
2571,13001,Stargate: The Ark of Truth,25.16,7.127,440
2572,12473,The Visitor,16.927,7.127,402
2573,12105,Yellow Submarine,15.898,7.1,453
2574,9606,メトロポリス,21.144,7.129,415
2575,799876,The Outfit,38.839,7.126,816
2576,11687,Les Visiteurs,23.823,7.125,1769
2577,11533,Jason and the Argonauts,27.663,7.126,541
2578,10986,Il bisbetico domato,14.421,7.126,419
2579,323027,Justice League: Gods and Monsters,14.575,7.125,534
2580,77877,The Lucky One,25.021,7.125,3423
2581,15588,OSS 117 : Rio ne répond plus,14.496,7.125,1328
2582,4643,The Guardian,47.173,7.126,1382
2583,836225,The Exorcism of God,43.572,7.123,933
2584,420818,The Lion King,90.217,7.123,9412
2585,9829,United 93,18.804,7.122,1364
2586,9464,Buffalo '66,19.78,7.123,794
2587,1637,Speed,42.351,7.123,5671
2588,1555,L'Auberge espagnole,14.578,7.123,1060
2589,565179,Il primo re,16.8,7.122,1066
2590,468198,The Place,12.877,7.122,1146
2591,11382,Bullets Over Broadway,14.017,7.122,547
2592,9540,Dead Ringers,12.869,7.122,788
2593,8222,Tacones lejanos,16.767,7.122,369
2594,1088,Whale Rider,15.253,7.122,353
2595,633515,De Slag om de Schelde,20.939,7.121,593
2596,68730,Silence,25.332,7.121,2852
2597,48034,Les Petits Mouchoirs,17.731,7.121,1479
2598,44716,Hævnen,11.323,7.121,381
2599,23483,Kick-Ass,50.743,7.121,11069
2600,10876,Quills,21.434,7.121,582
2601,1924,Superman,45.274,7.121,3504
2602,408,Snow White and the Seven Dwarfs,70.221,7.121,6909
2603,365045,Heidi,25.012,7.1,361
2604,277217,Descendants,41.767,7.12,2176
2605,212778,Chef,21.689,7.12,3040
2606,10476,Hustle & Flow,17.9,7.12,342
2607,5488,싸이보그지만 괜찮아,17.13,7.12,461
2608,11639,The Dark Crystal,18.278,7.117,1008
2609,497828,Triangle of Sadness,28.163,7.118,1706
2610,369523,The Tale,17.322,7.118,395
2611,197950,La French,15.515,7.118,772
2612,1010821,Groot Takes a Bath,30.887,7.117,313
2613,24804,Black Dynamite,9.818,7.117,552
2614,63310,Rundskop,9.616,7.1,310
2615,10537,The Doors,26.352,7.116,1287
2616,9846,To Live and Die in L.A.,20.567,7.116,578
2617,473,Pi,13.419,7.1,2049
2618,777270,Belfast,26.608,7.117,1273
2619,335797,Sing,60.444,7.115,7509
2620,12144,The Land Before Time,21.062,7.1,2368
2621,11153,National Lampoon's Vacation,36.537,7.115,1403
2622,157832,Calvary,10.945,7.113,871
2623,103332,Ruby Sparks,23.223,7.113,1505
2624,59468,The Way,17.486,7.113,528
2625,25300,Io non ho paura,7.439,7.113,906
2626,8470,John Q,32.523,7.114,2213
2627,1259,Notes on a Scandal,15.912,7.113,807
2628,517331,El reino,9.969,7.112,397
2629,420817,Aladdin,52.993,7.112,9494
2630,17887,Barefoot in the Park,12.794,7.112,538
2631,11296,Birdy,13.471,7.112,458
2632,1574,Chicago,23.12,7.113,2407
2633,371638,The Disaster Artist,20.743,7.1,3336
2634,310307,The Founder,42.437,7.111,4538
2635,290250,The Nice Guys,27.13,7.111,7326
2636,8982,ต้มยำกุ้ง,34.043,7.101,789
2637,7972,Before the Devil Knows You're Dead,23.879,7.111,1356
2638,6396,SLC Punk,15.68,7.111,320
2639,1714,Fahrenheit 451,21.887,7.112,872
2640,581389,승리호,37.952,7.11,926
2641,394374,Al final del túnel,15.964,7.11,359
2642,373226,Belzebuth,15.407,7.109,303
2643,11634,Fucking Åmål,15.008,7.111,467
2644,9787,Lords of Dogtown,15.0,7.109,694
2645,8697,我是誰,31.777,7.109,789
2646,2323,Field of Dreams,21.782,7.109,1328
2647,482373,Don't Breathe 2,40.681,7.108,2291
2648,438740,Салют-7,17.559,7.108,420
2649,336843,Maze Runner: The Death Cure,55.108,7.108,7218
2650,30159,I Confess,15.127,7.108,386
2651,14533,Gia,27.08,7.108,675
2652,11176,The Muppet Movie,21.48,7.106,535
2653,9802,The Rock,34.285,7.107,4284
2654,508,Love Actually,48.588,7.1,6105
2655,428449,A Ghost Story,19.288,7.107,2152
2656,179150,Réalité,7.78,7.107,440
2657,19265,Whatever Works,16.861,7.107,1632
2658,597219,The Half of It,16.362,7.106,1405
2659,348893,Boyka: Undisputed IV,64.919,7.106,1208
2660,10545,The Hunchback of Notre Dame,46.175,7.105,4664
2661,573,Frenzy,20.311,7.106,817
2662,758323,The Pope's Exorcist,114.638,7.104,2187
2663,271714,Love & Mercy,19.585,7.103,618
2664,269494,끝까지 간다,17.99,7.105,400
2665,17379,Last Holiday,21.316,7.105,647
2666,14794,if....,16.717,7.1,328
2667,10340,Lady and the Tramp,45.079,7.105,4911
2668,551271,Medieval,46.591,7.104,417
2669,239563,St. Vincent,36.376,7.104,1752
2670,23169,Remember Me,27.807,7.104,3394
2671,8092,This Boy's Life,20.174,7.104,897
2672,454640,The Angry Birds Movie 2,37.544,7.103,1533
2673,370755,Paterson,17.176,7.103,1740
2674,18912,Angst,19.544,7.103,301
2675,12877,Dead Man's Shoes,12.561,7.103,497
2676,10895,Pinocchio,61.972,7.103,5479
2677,3059,Intolerance: Love's Struggle Throughout the Ages,10.245,7.103,306
2678,421,The Life Aquatic with Steve Zissou,27.058,7.103,2655
2679,884605,No Hard Feelings,153.28,7.103,1765
2680,507076,Climax,32.348,7.102,1894
2681,302401,Snowden,34.454,7.102,4110
2682,188538,Remember Sunday,13.857,7.102,477
2683,779782,The School for Good and Evil,56.829,7.101,1064
